chinese,english,source,refs_list
60. 难民署正在与欧洲委员会及其他机构协作，根据世界人权教育方案第一阶段（2005-2009年）行动计划，促进中小学系统中的人权教育。,"The Office of the United Nations High Commissioner for Human Rights (OHCHR) is collaborating with the Council of Europe and others to promote human rights education in primary and secondary school systems, in line with the plan of action for the first phase (2005-2009) of the World Programme for Human Rights Education.",JSON,"['The Office of the United Nations High Commissioner for Human Rights (OHCHR) is collaborating with the Council of Europe and others to promote human rights education in primary and secondary school systems, in line with the plan of action for the first phase (2005-2009) of the World Programme for Human Rights Education.']"
预备会议决定将该决定草案转交高级别会议核准。,The preparatory segment decided to forward the draft decision to the high-level segment for adoption,JSON,['The preparatory segment decided to forward the draft decision to the high-level segment for adoption']
"见K.C.Kenny, “Self-Defence”, 2 United Nations: Law, Policies and Practice 1162, 1164 (R.Wolfrum ed.,1995)。","See K.C.Kenny, “Self-Defence”, 2 United Nations: Law, Policies and Practice 1162, 1164 (R.Wolfrum ed., 1995).",JSON,"['See K.C.Kenny, “Self-Defence”, 2 United Nations: Law, Policies and Practice 1162, 1164 (R.Wolfrum ed., 1995).']"
它相信，作为保证国际和平与安全的最高组织，联合国是讨论这些问题的理想机构。,International institutions specializing in information and telecommunication systems should also be involved in the debate.,JSON,['International institutions specializing in information and telecommunication systems should also be involved in the debate.']
487. 住宅总量包括国有房屋和公寓，其余属于企业、国家组织、工会、合作社和个人。,"The housing stock consisted of State houses and apartments, the balance belonging to enterprises, State organizations, trade unions, cooperatives and private persons.",JSON,"['The housing stock consisted of State houses and apartments, the balance belonging to enterprises, State organizations, trade unions, cooperatives and private persons.']"
27. 在2000-2015年联合国粮农及农业组织（粮农组织）战略框架中，确定减灾是满足会员国需要的重要战略之一，特别提及消除粮食不安全和农村贫穷。,"In the Strategic Framework for 2000-2015 of the Food and Agriculture Organization of the United Nations (FAO), disaster reduction is identified as one of the important strategies to address the needs of member States, with specific reference to the eradication of food insecurity and rural poverty.",JSON,"['In the Strategic Framework for 2000-2015 of the Food and Agriculture Organization of the United Nations (FAO), disaster reduction is identified as one of the important strategies to address the needs of member States, with specific reference to the eradication of food insecurity and rural poverty.']"
而且， 现在的捕捞方式 有大量资金和舆论支持， 这等于是正在将蓝鳍金枪鱼 从地球的生态版图上抹去。,"And yet, the type of fishing going on today, with pens, with enormous stakes, is really wiping bluefin ecologically off the planet.",JSON,"['And yet, the type of fishing going on today, with pens, with enormous stakes, is really wiping bluefin ecologically off the planet.']"
商业部是对不属于国防部或能源部所有或所租赁的美国申报设施进行例行视察和质疑视察的牵头机构。,The Department of Commerce is the lead agency for routine and challenge inspections conducted at declared U.S. facilities not owned or leased by the Departments of Defense or Energy.,JSON,['The Department of Commerce is the lead agency for routine and challenge inspections conducted at declared U.S. facilities not owned or leased by the Departments of Defense or Energy.']
我要去查点事 我马上回来,Roy! l got to check on something .,JSON,['Roy! l got to check on something .']
32. 一些高级管理人员指出，会议部内产东需要正规化的反馈机制，因为会议委员会这个监督会议部的大会附属机构的每年届会都用很大一部分时间专门审查会议部的各方面工作。,"Some senior managers argued that there is no need for any formalized feedback mechanisms in the Department in view of the fact that the Committee on Conferences, the subsidiary body of the General Assembly that oversees DGAACS, devotes a substantial part of its annual session to the review of various aspects of the work of DGAACS.",JSON,"['Some senior managers argued that there is no need for any formalized feedback mechanisms in the Department in view of the fact that the Committee on Conferences, the subsidiary body of the General Assembly that oversees DGAACS, devotes a substantial part of its annual session to the review of various aspects of the work of DGAACS.']"
